comment,label,comment_length,comment_cleaned
خوب بود فقط تاخیر در ارسال,1,26,خوب بود فقط تاخیر در ارسال
بد بود کباب ترکی نبود قارچ و پیاز بود با یه ذره گوشت!!!!!!!! گوشت برزیلی خام بخوری از این بهتره اصلا کیفیتش خوب نبود,0,116,بد بود کباب ترکی نبود قارچ و پیاز بود با یه ذره گوشت گوشت برزیلی خام بخوری از این بهتره اصلا کیفیتش خوب نبود
غذا خیلیی سرد بود طعم عالی,0,26,غذا خیلیی سرد بود طعم عالی
چند باری هست کیک و شیرینی می‌خرم کیک و شیرینی عالی است …,1,56,چند باری هست کیک و شیرینی میخرم کیک و شیرینی عالی است
بسیار سریع به دستم رسید با کیفیت و تمیز و مرتب و البته خوش‌برخورد در کل عالی,1,76,بسیار سریع به دستم رسید با کیفیت و تمیز و مرتب و البته خوشبرخورد در کل عالی
انقدر مواد داخل نان کم بود که احساس می‌کنی نون خالی داری می‌خوری. طعم نیمرو بد بود، املت معمولی، مرغ خوب بود ولی حجم مواد خیلی کم بود!!,0,135,انقدر مواد داخل نان کم بود که احساس میکنی نون خالی داری میخوری طعم نیمرو بد بود املت معمولی مرغ خوب بود ولی حجم مواد خیلی کم بود
بسیار بسیار بی‌کیفیت، حتی با ۳۰ درصد تخفیف نمی‌ارزه,0,51,بسیار بسیار بیکیفیت حتی با  درصد تخفیف نمیارزه
ممنون، سریع و به موقع,1,21,ممنون سریع و به موقع
کیفیت بشدت افت کرده نسبت به قبل,0,31,کیفیت بشدت افت کرده نسبت به قبل
عالی بود و بسیار خوش‌طعم فقط درب ایسپک‌ها باز شده بود با این حال در سریع‌ترین زمان به دستمون رسید ممنون از زحماتتون,1,115,عالی بود و بسیار خوشطعم فقط درب ایسپکها باز شده بود با این حال در سریعترین زمان به دستمون رسید ممنون از زحماتتون
شامپو اشتباه فرستادید خسته نباشید,0,33,شامپو اشتباه فرستادید خسته نباشید
شور و چرب و کوچیک شده بعدش همش باید آب بخوری دیگه به قیمتش نمی‌ارزه حیف که خراب شد,0,82,شور و چرب و کوچیک شده بعدش همش باید آب بخوری دیگه به قیمتش نمیارزه حیف که خراب شد
خیلی سوپر خوبیه همیشه ازشون خرید می‌کنم، پیک هم خیلی خوش‌برخورد بودن. ممنونم,1,76,خیلی سوپر خوبیه همیشه ازشون خرید میکنم پیک هم خیلی خوشبرخورد بودن ممنونم
مثل همیشه خوشمزه و باکیفیت.,1,27,مثل همیشه خوشمزه و باکیفیت
خیلی از ریحون مچکرم بابت حلیم گرم و واقعا خوشمزه که ارسال کردید بابت اون نون سنگگ گوگولی هم که به صورت رایگان ارسال کردید برخورد پیک هم عالی بود واقعا ممنون از مشتری مداریتون موفق باشید,1,185,خیلی از ریحون مچکرم بابت حلیم گرم و واقعا خوشمزه که ارسال کردید بابت اون نون سنگگ گوگولی هم که به صورت رایگان ارسال کردید برخورد پیک هم عالی بود واقعا ممنون از مشتری مداریتون موفق باشید
بی‌نهایت خوشمزه بود، طعمش بی‌نظیر بود پیشنهاد می‌کنم امتحانش کنین,1,65,بینهایت خوشمزه بود طعمش بینظیر بود پیشنهاد میکنم امتحانش کنین
برنج پاکستانی بود بو خاک می‌داد,0,31,برنج پاکستانی بود بو خاک میداد
لایک دارید انصافا …. عالی بود …. یکم قارچش میتونست پخته‌تر باشه,1,63,لایک دارید انصافا  عالی بود  یکم قارچش میتونست پختهتر باشه
یک ساعت و ۴۵ دقیقه برای یک برنج و سوپ,0,37,یک ساعت و  دقیقه برای یک برنج و سوپ
بار دوم هست که جنسی مخالف سقارش فرستاده میشه!! به جای کاپ کیک نان تست! ارسال‌شده، علاوه بر اینکه تماس گرفته نشده برای عدم ارسال یا جایگزینی، قیمت جنس ارسالی ۲ هزار تومن کمتر از جنس سفارش داده‌شده است!!!,0,202,بار دوم هست که جنسی مخالف سقارش فرستاده میشه به جای کاپ کیک نان تست ارسالشده علاوه بر اینکه تماس گرفته نشده برای عدم ارسال یا جایگزینی قیمت جنس ارسالی  هزار تومن کمتر از جنس سفارش دادهشده است
ماهی تاره نبود بوی بدی می‌داد,0,29,ماهی تاره نبود بوی بدی میداد
واقعا متاسفم براتون با کیفیت پایین و رسما سفارش و کلا چیز دیگه‌ای فرستادید ۳ تا نون ۲ رو کنجد رو به جاش ۲ تا یک رو و یکی بدون کنجد ارسال کردید. اگر توانایی آنلاین کار کردن ندارید انجام ندید امیدوارم اسنپ‌فود هم پیگیری کنه حتما,0,226,واقعا متاسفم براتون با کیفیت پایین و رسما سفارش و کلا چیز دیگهای فرستادید  تا نون  رو کنجد رو به جاش  تا یک رو و یکی بدون کنجد ارسال کردید اگر توانایی آنلاین کار کردن ندارید انجام ندید امیدوارم اسنپفود هم پیگیری کنه حتما
خوب بود.. پرپروک مثل همیشه عالی بود..,1,37,خوب بود پرپروک مثل همیشه عالی بود
اصلا خوشمزه نبود و اینکه باید می‌گشتی تا یه تیکه مرغ پیدا کنی واقعا مزخرف بود,0,77,اصلا خوشمزه نبود و اینکه باید میگشتی تا یه تیکه مرغ پیدا کنی واقعا مزخرف بود
همه چی خوب بود فقط کوبیده کمی شور بود.,1,38,همه چی خوب بود فقط کوبیده کمی شور بود
نان سرد بود و داغش کرده بودن و سوخته شده بود,0,44,نان سرد بود و داغش کرده بودن و سوخته شده بود
از لوپتو بیشتر از این انتظار می‌رفت. پیک هم که نرسیده پیغام تحویل رو داده بود و من فکر کردم حتما اشتباه تحویل داده,0,114,از لوپتو بیشتر از این انتظار میرفت پیک هم که نرسیده پیغام تحویل رو داده بود و من فکر کردم حتما اشتباه تحویل داده
بسیار عالی، حتی بالاتر از حدودی که میشه تصور کرد خوب بود، از نظر کیفیت حرف نداشت,1,80,بسیار عالی حتی بالاتر از حدودی که میشه تصور کرد خوب بود از نظر کیفیت حرف نداشت
با توجه به اینکه بیش از ۲۰ دفعه از این مجموعه سفارش دادم. کیفیت نسبت به قبل افت داشته. کباب خیلی پیاز داخلش بود. غذا سریع و زودتر از تایم رسید ولی سرد بود متاسفانه با اینکه پیک تاخیر نداشت.,0,189,با توجه به اینکه بیش از  دفعه از این مجموعه سفارش دادم کیفیت نسبت به قبل افت داشته کباب خیلی پیاز داخلش بود غذا سریع و زودتر از تایم رسید ولی سرد بود متاسفانه با اینکه پیک تاخیر نداشت
همه سفارش کامل و از مواد با کیفیت و تازه و بسته بندی خیلی خوبی برخوردار بود و به موقع رسید ممنون,1,96,همه سفارش کامل و از مواد با کیفیت و تازه و بسته بندی خیلی خوبی برخوردار بود و به موقع رسید ممنون
بسته بندی ضعیف بود و باعث شد همه رو از ترس الودگی بریزیم دور.,0,61,بسته بندی ضعیف بود و باعث شد همه رو از ترس الودگی بریزیم دور
خیلی عالی بود. ممنون از شما.,1,28,خیلی عالی بود ممنون از شما
اصلا جالب نبود از زیگ زاگ بعید بود به جای پیتزا امریکاایی بنویسید پیتزا با نان باگت بهتره، در واقع خمیر به شکل خمیر پیتزا نبود عین باگت بود,0,139,اصلا جالب نبود از زیگ زاگ بعید بود به جای پیتزا امریکاایی بنویسید پیتزا با نان باگت بهتره در واقع خمیر به شکل خمیر پیتزا نبود عین باگت بود
پیتزا، فوق‌العاده چرب و شور بود کیفیت نامناسب,0,45,پیتزا فوقالعاده چرب و شور بود کیفیت نامناسب
عالی وبه موقع متشکرم,1,20,عالی وبه موقع متشکرم
برای نون چاک جو اگر جا داشت ۲۰ امتیاز می‌دادم خیلی خوشمزه بود ممنون بخاطر زود رسیدن محصول و نونهای خوشمزتون,1,107,برای نون چاک جو اگر جا داشت  امتیاز میدادم خیلی خوشمزه بود ممنون بخاطر زود رسیدن محصول و نونهای خوشمزتون
مرغ سزار بوی بسیار بدی می‌داد. سیب‌زمینی‌های سوخاری مونده بود و پیتزا افتضاح بوی بد قارچ و گوشت توی دوق می‌زد. اسنپ فود عزیز لطفا پیگیری کنید,0,141,مرغ سزار بوی بسیار بدی میداد سیبزمینیهای سوخاری مونده بود و پیتزا افتضاح بوی بد قارچ و گوشت توی دوق میزد اسنپ فود عزیز لطفا پیگیری کنید
بسیار بد بیش از ۱:۳۰ دقیقه غذای سرد,0,35,بسیار بد بیش از  دقیقه غذای سرد
کیفیت و حجم غذا خوب بود …خمیر پیترا نازک و سبک بود …. بازهم سفارش خواهم داد.. ممنون,1,83,کیفیت و حجم غذا خوب بود خمیر پیترا نازک و سبک بود  بازهم سفارش خواهم داد ممنون
سرو ته ساندویچ خالی بود,0,23,سرو ته ساندویچ خالی بود
نیمروی کاملا عسلی و نپخته بود و شل شل بود و خیار گوجه هم‌فکر کنم خوب شسته نشده بود تا دو روز بعد صبحانه بیرون روی گرفتیم …,0,122,نیمروی کاملا عسلی و نپخته بود و شل شل بود و خیار گوجه همفکر کنم خوب شسته نشده بود تا دو روز بعد صبحانه بیرون روی گرفتیم
نون ساندویج روش سوخته بود لبه‌های ژامبون هم سوخته بود خیلی خشک‌شده بود نون ساندویج برعکس دفعات قبل که خیلی تازه و خوشمزه بود لطفا دقت کنید تو تهیه ساندویج,0,154,نون ساندویج روش سوخته بود لبههای ژامبون هم سوخته بود خیلی خشکشده بود نون ساندویج برعکس دفعات قبل که خیلی تازه و خوشمزه بود لطفا دقت کنید تو تهیه ساندویج
واقعا عالی بود ترد و خوشمزه، سریع هم ارسال شد، سپاس از خدمات عالی,1,65,واقعا عالی بود ترد و خوشمزه سریع هم ارسال شد سپاس از خدمات عالی
سوپ بیش از اندازه تند بود، برنج کاملا سرد بود دفعه‌ی پیش هم که آش رشته سفارش دادم بسیار تند بود,0,95,سوپ بیش از اندازه تند بود برنج کاملا سرد بود دفعهی پیش هم که آش رشته سفارش دادم بسیار تند بود
غذا با کیفیت و داغ و به موقع رسید. (زمان ۳۰ دقیقه) و تاخیر نداشت. ولی نون و قاشق نذاشته بود و در ابتدای سفارش هم نپرسید. تنها به نظرم قیمت ۲۷ هزارتومن کمی گران است.,1,164,غذا با کیفیت و داغ و به موقع رسید زمان  دقیقه و تاخیر نداشت ولی نون و قاشق نذاشته بود و در ابتدای سفارش هم نپرسید تنها به نظرم قیمت  هزارتومن کمی گران است
ما برای اولین بار سالاد برگرلند رو امتحان کردیم که وااقعا عالی بود و خیلی راضی بودیم. کیفیت برگرها هم خوب بودش,1,110,ما برای اولین بار سالاد برگرلند رو امتحان کردیم که وااقعا عالی بود و خیلی راضی بودیم کیفیت برگرها هم خوب بودش
کیفیت و طعم غذا خوب بود,1,23,کیفیت و طعم غذا خوب بود
بی کیفیت‌ترین مرغ سوخاری زندگیمو تجربه کردم,0,43,بی کیفیتترین مرغ سوخاری زندگیمو تجربه کردم
خیلی خوب بود اولین سفارش من از مجموعه شما بود دوست داشتم دمتون گرم,1,66,خیلی خوب بود اولین سفارش من از مجموعه شما بود دوست داشتم دمتون گرم
کیفیت نسبتا خوب ولی حیف که با بسته بندی افتضاح کیفیت غذا یادم رفت. دوستان اگه وقتی غذا حاضر شد ۲ دقیقه بزارید که گرماش بره و بعد بسته بندی کنید خمیر به دست مشتری نمیرسه,0,168,کیفیت نسبتا خوب ولی حیف که با بسته بندی افتضاح کیفیت غذا یادم رفت دوستان اگه وقتی غذا حاضر شد  دقیقه بزارید که گرماش بره و بعد بسته بندی کنید خمیر به دست مشتری نمیرسه
مثل همیشه عالی. از وقتی‌که پیتزا دارت پیدا کردم از جای دیگه‌ای سفارش نمیدم. کیفیت و ارائه محصولات و توجه به درخواست مشتری یکی از نکات مثبتشونه. منتهی تنهی ایرادی که میشه گرفت سرد شدن پیتزا‌ها موقع تحویله که انشالله درست میشه.,1,225,مثل همیشه عالی از وقتیکه پیتزا دارت پیدا کردم از جای دیگهای سفارش نمیدم کیفیت و ارائه محصولات و توجه به درخواست مشتری یکی از نکات مثبتشونه منتهی تنهی ایرادی که میشه گرفت سرد شدن پیتزاها موقع تحویله که انشالله درست میشه
واقعا عالی بود. به تمام توضیحات هم لطف کردن توجه کردن. پیتزا سیسیلی کم پنیر و خوشمزه. خیلی چسبید,1,96,واقعا عالی بود به تمام توضیحات هم لطف کردن توجه کردن پیتزا سیسیلی کم پنیر و خوشمزه خیلی چسبید
کیک چاکلت خیلی مونده بود و یک مدل دیگه هم داخل جعبه به جای کیک چاکلت بود که جز سفارش من نبود.,0,93,کیک چاکلت خیلی مونده بود و یک مدل دیگه هم داخل جعبه به جای کیک چاکلت بود که جز سفارش من نبود
اغراق نمی‌کنم، کلا شاید ۵۰ گرم گوشت مرغ در آن بود و بقیه‌اش پاستا و سس و پنیر بود.,0,82,اغراق نمیکنم کلا شاید  گرم گوشت مرغ در آن بود و بقیهاش پاستا و سس و پنیر بود
غذا سرد سرد تحویل داده شد، در صورتی که ۱۰ دقیقه بعد از پیغام تحویل غذا به پیک به دستم رسید، نمیدونم بخاطر رستوران بود یا پیک ولی کاملا سرد بود. مجبور شد ۳ طبقه برم پایین تو واحدی که آشپرخانه داره گرم کنم برگردم بالا.,0,216,غذا سرد سرد تحویل داده شد در صورتی که  دقیقه بعد از پیغام تحویل غذا به پیک به دستم رسید نمیدونم بخاطر رستوران بود یا پیک ولی کاملا سرد بود مجبور شد  طبقه برم پایین تو واحدی که آشپرخانه داره گرم کنم برگردم بالا
خیلی خوب بود غذا امیدوارم همین کیفیت بمونه,1,42,خیلی خوب بود غذا امیدوارم همین کیفیت بمونه
ایراد نیست‌ها!!!! اما تو عکس رولت‌ها شکلاتی بودن و دقیقا همون ردیف رولت‌ها (که بنده دوس داشتم و روشون حساب کرده بودم) رولت‌های معمولی بود با تزیین زرد خورد تو ذوقم … بقیه شم عالی بود. دم شما گرم!,1,195,ایراد نیستها اما تو عکس رولتها شکلاتی بودن و دقیقا همون ردیف رولتها که بنده دوس داشتم و روشون حساب کرده بودم رولتهای معمولی بود با تزیین زرد خورد تو ذوقم  بقیه شم عالی بود دم شما گرم
شما پول ۲ تا نون ۵ تومانی سنگک رو حساب می‌کنید ونون ۳ تومن معمولی میفرستین بدون کنجد، اونم برای فاصله یک کوچه وکرایه ۱۰ تومنی,0,125,شما پول  تا نون  تومانی سنگک رو حساب میکنید ونون  تومن معمولی میفرستین بدون کنجد اونم برای فاصله یک کوچه وکرایه  تومنی
عالی بود فقط کاش می‌شد متوجه شد از هر طعم چه تعدادی هست از یک مدل فقط ۳ تا بود و پسته‌ای ۸ تا!,1,94,عالی بود فقط کاش میشد متوجه شد از هر طعم چه تعدادی هست از یک مدل فقط  تا بود و پستهای  تا
عالی با سرویس سریع ممنون,1,24,عالی با سرویس سریع ممنون
شیرینی مونده بود و بدمزه … من مشتری همیشگبتون بودم ولی با این سفارشی که امروز برام ارسال کردین تا مدت‌ها ازتون خرید نمی‌کنم!!!! شیرینی کاملا مونده و سفت و بد مزه بود,0,165,شیرینی مونده بود و بدمزه  من مشتری همیشگبتون بودم ولی با این سفارشی که امروز برام ارسال کردین تا مدتها ازتون خرید نمیکنم شیرینی کاملا مونده و سفت و بد مزه بود
فقط دو ردیف رولت.:) پس چرا نوشتین میکس؟,0,39,فقط دو ردیف رولت پس چرا نوشتین میکس
خیلی کیک‌اش مونده بود: (,0,24,خیلی کیکاش مونده بود
غذا سرد و شکل خوبی نداشت,0,24,غذا سرد و شکل خوبی نداشت
عالی و با سرعت ارسال شد,1,23,عالی و با سرعت ارسال شد
کلا ۱۰ گرم هم داخل ساندویج سالاد مرغ نبود ۹۰ درصد حجمش کاهوی پلاسیده بود ظاهرا همه چی خوب و قیمتا منصفانه بنظر میاد ولی با بزرگ‌نمایی که با عکس‌ها و توضیحات کردن در نهایت گرونترین رو با کیفیت پایین خریداری میکنین,0,212,کلا  گرم هم داخل ساندویج سالاد مرغ نبود  درصد حجمش کاهوی پلاسیده بود ظاهرا همه چی خوب و قیمتا منصفانه بنظر میاد ولی با بزرگنمایی که با عکسها و توضیحات کردن در نهایت گرونترین رو با کیفیت پایین خریداری میکنین
زود تند عالی و تازه به دستم رسید. مرسی از همگی,1,46,زود تند عالی و تازه به دستم رسید مرسی از همگی
خوب بود ولی دفعه بعد دیگه از اینجا خرید نمی‌کنم,1,47,خوب بود ولی دفعه بعد دیگه از اینجا خرید نمیکنم
کیفیت مواد اولیه افت زیادی کرده. فکر نکنم دیگه خرید کنم.,0,56,کیفیت مواد اولیه افت زیادی کرده فکر نکنم دیگه خرید کنم
سیب‌زمینی خیلی شور بود طوریکه نتونستیم بخوریم.,0,46,سیبزمینی خیلی شور بود طوریکه نتونستیم بخوریم
مثل همیشه عالی. …فقط سیب زمینی‌های ویژه اتون از معمولی‌ام معمولی ترند …!!!. نه سس دارند نه پنیر!!!!,1,99,مثل همیشه عالی فقط سیب زمینیهای ویژه اتون از معمولیام معمولی ترند  نه سس دارند نه پنیر
قیمه با دوتیکه گوشت کوچیک که نصفش چربی بود گذاشتید؟ واقعا متاسفم با این کیفیت بد واقعا بد بود,0,93,قیمه با دوتیکه گوشت کوچیک که نصفش چربی بود گذاشتید واقعا متاسفم با این کیفیت بد واقعا بد بود
عالی سفارشها در سریع‌ترین زمان به دستم رسید,1,43,عالی سفارشها در سریعترین زمان به دستم رسید
غذا رو ساعت ۲۱ سفارش دادیم، ساعت ۲۲ زنگ زدیم میگن هنوز تایید نشده!!! ساعت ۲۳ رسید دم در!! تو خواب غذا خوردیم رسما!!,0,115,غذا رو ساعت  سفارش دادیم ساعت  زنگ زدیم میگن هنوز تایید نشده ساعت  رسید دم در تو خواب غذا خوردیم رسما
بسیار خوشمزه بود این هم که محلول ضد عفونی فرستادن نشون داد حرفه‌ای هستند,1,72,بسیار خوشمزه بود این هم که محلول ضد عفونی فرستادن نشون داد حرفهای هستند
در مدت زمان کوتاه سفارش تحویل گرفته شد. ممنون,1,45,در مدت زمان کوتاه سفارش تحویل گرفته شد ممنون
قیمت به کیفیت نمی‌ارزد,0,22,قیمت به کیفیت نمیارزد
پای سیب تازه نبود ولی مهمتر از اون، این موضوع هست که پای سیب نبود در واقع یک تکه دو سانتی سیب درست روی کیک بود و داخلش خالی بود! پای سیب اینطوره که یک حلقه سیب دارچینی شده داخل کیک هستش بامیه‌ها تازه و عالی بود ممنونم,1,217,پای سیب تازه نبود ولی مهمتر از اون این موضوع هست که پای سیب نبود در واقع یک تکه دو سانتی سیب درست روی کیک بود و داخلش خالی بود پای سیب اینطوره که یک حلقه سیب دارچینی شده داخل کیک هستش بامیهها تازه و عالی بود ممنونم
به طرز عجیبی خوشمزه است:))),1,27,به طرز عجیبی خوشمزه است
سس سالاد خوب بود ولی حجم و کیفیت سالاد به نسبت قیمت خیلی پایین بود.,0,67,سس سالاد خوب بود ولی حجم و کیفیت سالاد به نسبت قیمت خیلی پایین بود
"من در توضیحات درخواست کرده بودم که شیرینی تازه باشد ولی شیرینیخشک بسیار بسیار مونده فرستادن که همه رو دور ریختیم. تو این شرایط,بد اقتصادی آدم دوست نداره پولشو اینطوری خرج کنه حتی ۳۰ هزار تومن",0,191,من در توضیحات درخواست کرده بودم که شیرینی تازه باشد ولی شیرینیخشک بسیار بسیار مونده فرستادن که همه رو دور ریختیم تو این شرایطبد اقتصادی آدم دوست نداره پولشو اینطوری خرج کنه حتی  هزار تومن
به موقع اومد و حجیم بود ولی بدمزه بود بوی بدی می‌داد قارچ و جوجه ش,0,66,به موقع اومد و حجیم بود ولی بدمزه بود بوی بدی میداد قارچ و جوجه ش
متاسفانه نان علی‌رغم پیش سفارش یک ساعت دیرتر اوردند که دیگر برای نهار مورد استفاده نبود این برای بار دوم که اینجوری میشه!,0,121,متاسفانه نان علیرغم پیش سفارش یک ساعت دیرتر اوردند که دیگر برای نهار مورد استفاده نبود این برای بار دوم که اینجوری میشه
پنکیک خیلی کره بود و خفن,1,24,پنکیک خیلی کره بود و خفن
با اینکه سری پیش خیلی دیر اوردن، اما این سری زمانش زیر یک ساعت بود و‌شیرینی نخودچی و کشمش واقعا تازه و عالی بود,1,111,با اینکه سری پیش خیلی دیر اوردن اما این سری زمانش زیر یک ساعت بود وشیرینی نخودچی و کشمش واقعا تازه و عالی بود
خیلی خوبه کیفیت به نسبت قیمت واقعا خوبه,1,39,خیلی خوبه کیفیت به نسبت قیمت واقعا خوبه
غذایش عالی بود. داغ بود. خوشمزه بود. و بسته بندی هم بسیار مناسبه. تنها بدیش قارچ سوخاری بود. اصلا خوب نبود,1,106,غذایش عالی بود داغ بود خوشمزه بود و بسته بندی هم بسیار مناسبه تنها بدیش قارچ سوخاری بود اصلا خوب نبود
سوپر برگر اصلا نان خوبی نداشت و پنیر روی سیب‌زمینی عملا غیر قابل خوردن بود,0,74,سوپر برگر اصلا نان خوبی نداشت و پنیر روی سیبزمینی عملا غیر قابل خوردن بود
پیک بسیار بسیار بد رفتار بود,0,28,پیک بسیار بسیار بد رفتار بود
به موقع به دستم رسید و کاملا درست بود خیلی ممنونم,1,49,به موقع به دستم رسید و کاملا درست بود خیلی ممنونم
به شدت سیاه، سنگ، سوخته و مانده در کل افتضاح به تمام معنا.,0,58,به شدت سیاه سنگ سوخته و مانده در کل افتضاح به تمام معنا
واقعا نسبت به قیمت حجمش افتضاح بود,0,34,واقعا نسبت به قیمت حجمش افتضاح بود
ممنون بابت غذای خوب و زمانبندی خوب,1,34,ممنون بابت غذای خوب و زمانبندی خوب
از همه نظر عالی خدا به کسب و کارشون برکت بده,1,44,از همه نظر عالی خدا به کسب و کارشون برکت بده
میوه‌ها همه تمیز و یک دست و تازه بود، ممنونم ازتون,1,50,میوهها همه تمیز و یک دست و تازه بود ممنونم ازتون
بیسکوییت چیزکیک شکلاتی بسیار سفت و مونده بود,1,44,بیسکوییت چیزکیک شکلاتی بسیار سفت و مونده بود
عالی بود فقط گوجه کم بود و غذا سرد بود,1,38,عالی بود فقط گوجه کم بود و غذا سرد بود
سفارش کاملأ با چیزی که تو عکس بود مغایرت داشت,0,45,سفارش کاملأ با چیزی که تو عکس بود مغایرت داشت
بستنی خوب بود. اما آب هویج نبود، آب و هویج بود!,1,47,بستنی خوب بود اما آب هویج نبود آب و هویج بود
تاریخ مصرف شربت هنوز تمام نشده اما از یکسال تاریخ ۸ ماه گذشته، در خرید حضوری خود من این محصول را برنمیدارم اما الان چاره‌ای ندارم,0,129,تاریخ مصرف شربت هنوز تمام نشده اما از یکسال تاریخ  ماه گذشته در خرید حضوری خود من این محصول را برنمیدارم اما الان چارهای ندارم
خیلی غذا چرب بود و اصلا روغن گیری نشده بود و من اسپایسی می‌خواستم که یا ساده بود و یا اصلا به میزان مناسب تند نبود. درکل اونجوری نبود که دوباره سفارش بدم.,0,154,خیلی غذا چرب بود و اصلا روغن گیری نشده بود و من اسپایسی میخواستم که یا ساده بود و یا اصلا به میزان مناسب تند نبود درکل اونجوری نبود که دوباره سفارش بدم
کیفیت غذا عالی بود ولی متاسفانه سالاد شیرازی و ماست چکیده رو نفرستاده بودن,1,74,کیفیت غذا عالی بود ولی متاسفانه سالاد شیرازی و ماست چکیده رو نفرستاده بودن
اگه من درست با غذای حلیم بادمجان آشنایی داشته باشم، حلیم بادمجان غذاییست که با گوشت درست می‌شه و کاملا شبیه حلیم است اما متاسفانه این غذا در رستوران هانی پارسه با کشک بادمجان هیچ فرقی نداشت.,0,190,اگه من درست با غذای حلیم بادمجان آشنایی داشته باشم حلیم بادمجان غذاییست که با گوشت درست میشه و کاملا شبیه حلیم است اما متاسفانه این غذا در رستوران هانی پارسه با کشک بادمجان هیچ فرقی نداشت
پیتزا هاش نسبت به قیمتش خوبه مینی هم نسبتا بزرگ بود و رضایت‌بخش,1,63,پیتزا هاش نسبت به قیمتش خوبه مینی هم نسبتا بزرگ بود و رضایتبخش
قبلا قیمه و قرمه گرفته بودم از رستوران خوشمزه بود فکر می‌کردم فسنجونش هم خوب باشه ولی بسیار بی‌کیفیت و بی‌مزه بود,0,113,قبلا قیمه و قرمه گرفته بودم از رستوران خوشمزه بود فکر میکردم فسنجونش هم خوب باشه ولی بسیار بیکیفیت و بیمزه بود
اگر چه غذا حدود یک ربع دیر رسید اما کیفیت پیتزاها مثل همیشه خوب بود. مرغ سوخاری دلچسب نبود حجم سیب‌زمینی‌اش خیلی کم بود و کیفیتش هم خوب نبود.,1,141,اگر چه غذا حدود یک ربع دیر رسید اما کیفیت پیتزاها مثل همیشه خوب بود مرغ سوخاری دلچسب نبود حجم سیبزمینیاش خیلی کم بود و کیفیتش هم خوب نبود
ساندویچ‌ها واقعا عالی و خوشمزه بودن,1,35,ساندویچها واقعا عالی و خوشمزه بودن
ممنون از پیک که به خوبی غذارو تحویل داد. غذا گرم بود و برنج خوب پخته‌شده بود. کباب وزیری خوب بود. مرغ زرشک پلو کمی بو می‌داد که اذیت کننده بود.,1,143,ممنون از پیک که به خوبی غذارو تحویل داد غذا گرم بود و برنج خوب پختهشده بود کباب وزیری خوب بود مرغ زرشک پلو کمی بو میداد که اذیت کننده بود
لطفا به سیب‌زمینی ساده تون پودر سیر نزنید.,1,42,لطفا به سیبزمینی ساده تون پودر سیر نزنید
با خواندن کامنت‌ها انتظار غذای بهتری داشتم ولی متاسفانه سالاد به حدی مانده بود که قابل خوردن نبود و مواد سوخاری که استفاده‌شده بود بوی ناخوشایندی داشت. برخورد پیک بسیار مناسب بود و سفارش خیلی زود به دستم رسید.,0,209,با خواندن کامنتها انتظار غذای بهتری داشتم ولی متاسفانه سالاد به حدی مانده بود که قابل خوردن نبود و مواد سوخاری که استفادهشده بود بوی ناخوشایندی داشت برخورد پیک بسیار مناسب بود و سفارش خیلی زود به دستم رسید
از موقع ثبت سفارش بیش از یک ساعت طول کشید تا سفارش به دستمون برسه,1,65,از موقع ثبت سفارش بیش از یک ساعت طول کشید تا سفارش به دستمون برسه
بهترین جوجه ترش بود که خوردم عالی,1,33,بهترین جوجه ترش بود که خوردم عالی
برنجش خوب بود ولی مرغش خیلی سفت بود و یه بویی بدی هم میده. درصورتی که من دیروز از این رستوارن غذا گرفتم خیلی خوب بود و مجبور شدم بخورم چون تایم نداشتم که برگشت بزنم,0,164,برنجش خوب بود ولی مرغش خیلی سفت بود و یه بویی بدی هم میده درصورتی که من دیروز از این رستوارن غذا گرفتم خیلی خوب بود و مجبور شدم بخورم چون تایم نداشتم که برگشت بزنم
یک ساعت و پنجاه دقیقه طول کشید. و فکر نمی‌کنم ایراد از پیک اینپ باشه.,0,69,یک ساعت و پنجاه دقیقه طول کشید و فکر نمیکنم ایراد از پیک اینپ باشه
مغز نیمه بود و نان بسیار کم,1,27,مغز نیمه بود و نان بسیار کم
دسر رولت خیلی مونده بود ولی شیرینی‌تر خوب بود ممنون,1,51,دسر رولت خیلی مونده بود ولی شیرینیتر خوب بود ممنون
در منو ران مرغ نوشته‌شده بود ولی غذایی که آورده شد سینه مرغ بود.,0,64,در منو ران مرغ نوشتهشده بود ولی غذایی که آورده شد سینه مرغ بود
خوب اوردن. زود اوردن. تازه بود,1,30,خوب اوردن زود اوردن تازه بود
سس بیش از حد. کمبود مخلفات. کیفیت پایین ژامبون.,0,47,سس بیش از حد کمبود مخلفات کیفیت پایین ژامبون
غذا افتضاحه نه سالاد کلم خوب بود نه ساندویچ تازه بود,0,52,غذا افتضاحه نه سالاد کلم خوب بود نه ساندویچ تازه بود
من نوشابه زیرو سفارش دادم ولی برا من نوشابه معمولی فرستادم واقعا خیلی توجه و دقت ضعیفی داشتند,0,93,من نوشابه زیرو سفارش دادم ولی برا من نوشابه معمولی فرستادم واقعا خیلی توجه و دقت ضعیفی داشتند
